Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,AQI,heat_stroke,hypothermia,migraine,allergies,dehydration,skin_disease,sunburn_risk,respiratory_infection,joint_pain,stroke_risk,vertigo_risk,asthma,low_bp,cardiac_arrest,back_pain,paralysis_risk,pressure_problem,cluster,safe_or_unsafe,safe_or_unsafe_binary
121,21st week,Punjab,Patiala,Acute Diarrhoeal Disease,218,2.0,11,4,2022,30.2090874,76.33987209,0.0004382394791,5.0,311.5233334,266,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
122,22nd week,Assam,Baksa,Acute Diarrhoeal Disease,15,,31,5,2022,26.62758805,91.46190527,0.1341413536,29.0,301.835,237,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
123,22nd week,Gujarat,Chhota Udepur,Acute Diarrhoeal Disease,203,,29,6,2022,22.3148736,74.0141067,0.2976319834,5.0,309.9733334,173,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
124,22nd week,Haryana,Gurugram,Acute Diarrhoeal Disease,6,,30,5,2022,28.4646148,77.0299194,0.06665708229,5.0,303.99333340000004,286,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
125,22nd week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,16,,1,6,2022,17.166667,77.083333,0.009536169368,,315.56,90,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
126,22nd week,Karnataka,Mysuru,Acute Diarrhoeal Disease,41,,30,5,2022,12.3051828,76.6553609,0.1448342286,12.0,301.868,206,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
127,22nd week,Karnataka,Raichur,Acute Diarrhoeal Disease,321,3.0,29,5,2022,16.083333,77.166667,0.0016348589,4.0,310.876,64,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
128,22nd week,Karnataka,Vijayapura,Chikungunya,13,,1,6,2022,16.666667,75.916667,0.00807218942,,312.47200000000004,94,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
129,22nd week,Kerala,Alappuzha,Acute Diarrhoeal Disease,9,,27,5,2022,9.5006651,76.41241429,0.8318191286,24.0,299.235,114,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
130,22nd week,Madhya Pradesh,Gwalior,Acute Diarrhoeal Disease,48,,17,3,2022,26.2037247,78.1573628,0.00012831976,8.0,307.3266666,138,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
131,22nd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,4,,31,5,2022,26.166667,77.5,0.005249182568,3.0,311.6,120,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
132,22nd week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,136,2.0,31,5,2022,22.9467047,79.1980228,0.02829364721,9.0,308.0733334,58,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
133,22nd week,Madhya Pradesh,Sheopur,Acute Diarrhoeal Disease,56,,4,6,2022,25.6656611,76.6954843,2.4e-05,4.0,313.59000000000003,137,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
134,22nd week,Maharashtra,Gadchiroli,Malaria,310,1.0,29,5,2022,19.75907035,80.16228073,0.00876199396,10.0,311.0866666,178,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
135,22nd week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,41,,1,6,2022,21.1498134,79.0820556,0.03655443505,,313.49333340000004,285,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
136,22nd week,Maharashtra,Pune,Acute Diarrhoeal Disease,97,,20,5,2022,18.521428,73.8544541,0.009360110755,6.0,310.9133334,185,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
137,22nd week,Maharashtra,Satara,Chikungunya,5,,31,5,2022,17.63612885,74.29827808,0.005179040241,5.0,315.36400000000003,265,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
138,22nd week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,73,,31,5,2022,21.75,86.5,0.1835894759,14.0,304.444,112,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
139,22nd week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,24,,3,6,2022,12.09680475,78.19304301,0.08874493976,13.0,306.105,188,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
140,22nd week,Tamil Nadu,Kallakurichi,Acute Diarrhoeal Disease,40,,30,5,2022,11.7406259,78.9637131,0.2016062298,12.0,306.932,292,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
141,22nd week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,9,,3,6,2022,10.7860267,79.1381497,0.1644044216,9.0,310.305,130,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
142,22nd week,Uttarakhand,Udham Singh Nagar,Acute Diarrhoeal Disease,39,,30,5,2022,29.0480988,79.43131332,0.1078197664,28.0,300.28000000000003,185,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
143,22nd week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,30,1.0,31,5,2022,27.25264095,82.86964796,0.05871040047,5.0,308.695,212,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
144,22nd week,Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,21,1.0,16,5,2022,15.52481495,78.41517104,0.4907972928,,303.26,212,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
145,22nd week,Arunachal Pradesh,Upper Siang,Malaria,36,,12,5,2022,28.73120455,95.03773151,1.142611934,25.0,296.955,82,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
146,22nd week,Chhattisgarh,Janjgir Champa,Acute Diarrhoeal Disease,33,,23,5,2022,21.9671264,82.66472425,0.01173879236,9.0,311.144,172,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
147,22nd week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,21,,20,5,2022,23.3700501,85.3250387,0.06576300589,8.0,308.388,54,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
148,22nd week,Kerala,Thiruvananthapuram,Acute Diarrhoeal Disease,11,,26,5,2022,8.4882267,76.947551,0.7205429192,32.0,300.48,283,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
149,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,18,,10,6,2022,27.4844597,94.9019447,0.8621149921,,294.68,280,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
150,23rd week,Assam,Karbi Anglong,Acute Diarrhoeal Disease,54,,9,6,2022,26.0,93.5,1.127105814,,,299,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
151,23rd week,Assam,Sonitpur,Dengue,2,,3,6,2022,26.76777075,92.70140886,0.5937271413,9.0,301.796,90,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
152,23rd week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,12,,7,6,2022,22.76678355,83.95304519,0.002634188494,15.0,307.896,77,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
153,23rd week,Gujarat,Junagadh,Acute Diarrhoeal Disease,25,,6,6,2022,21.5174104,70.4642754,0.0008335765121,4.0,315.92400000000004,184,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
154,23rd week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,4,,6,6,2022,22.7859232,86.1716093,0.1341750695,11.0,306.05333340000004,250,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
155,23rd week,Kerala,Thiruvananthapuram,Acute Diarrhoeal Disease,9,,7,6,2022,8.4882267,76.947551,0.3557420819,25.0,300.896,121,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
156,23rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,32,,7,6,2022,23.2584857,77.401989,4.81e-05,6.0,316.18333340000004,61,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
157,23rd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12,,7,6,2022,26.166667,77.5,4.75e-05,3.0,318.4833334,211,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
158,23rd week,Maharashtra,Chandrapur,Malaria,3,1.0,4,6,2022,20.0967555,79.50454752,0.006238415131,6.0,311.32,82,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
159,23rd week,Maharashtra,Latur,Acute Diarrhoeal Disease,21,,7,6,2022,18.35159075,76.75542361,0.02719165232,2.0,312.02500000000003,97,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
160,23rd week,Maharashtra,Satara,Chikungunya,5,,3,6,2022,17.63612885,74.29827808,0.0292018731,5.0,311.508,296,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
161,23rd week,Odisha,Khordha,Acute Diarrhoeal Disease,7,,10,6,2022,20.22564715,85.56059465,0.001571475845,,308.04,200,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
162,23rd week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,160,,8,6,2022,25.48877345,74.69961284,5.06e-05,3.0,316.99333340000004,111,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
163,23rd week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,26,,3,6,2022,12.09680475,78.19304301,0.08874493976,13.0,306.105,265,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
164,23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,7,,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,86,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
165,23rd week,Tamil Nadu,Tiruchirappalli,Cholera,17,,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,148,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
166,23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,17,,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,221,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
167,23rd week,Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,10,,31,5,2022,15.52481495,78.41517104,0.0003646042804,16.0,307.456,153,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
168,23rd week,Karnataka,BBMP,Cholera,169,1.0,31,5,2022,13.058135,77.50646228,0.04676073172,12.0,302.68333340000004,263,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
169,23rd week,Kerala,Ernakulam,Dengue,69,,24,4,2022,9.98408,76.2741457,0.3389977729,26.0,302.5733334,268,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
170,23rd week,Maharashtra,Jalgaon,Chikungunya,9,,23,5,2022,20.84288265,75.52612464,0.0002075557817,3.0,315.88,84,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
171,23rd week,Tamil Nadu,Tenkasi,Dengue,19,,20,5,2022,9.0318958,77.36536125,0.4864043787,7.0,314.98,242,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
172,24th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,8,1.0,15,6,2022,20.73218365,81.14335738,0.09105455212,9.0,312.90000000000003,276,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
173,24th week,Himachal Pradesh,Solan,Dengue,34,,10,6,2022,30.92589585,77.08200509,7.63e-05,,305.7866666,150,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
174,24th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,21,1.0,11,6,2022,22.8092139,86.2091549,0.08390716839,10.0,306.504,224,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,unsafe,0
175,24th week,Karnataka,Chikkamagaluru,Acute Diarrhoeal Disease,37,,11,6,2022,13.5,75.5,0.1975323486,22.0,297.78000000000003,255,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
176,24th week,Karnataka,Shivamogga,Acute Diarrhoeal Disease,45,,13,6,2022,13.9326093,75.574978,0.1825781613,12.0,301.66,180,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
177,24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,13,,14,6,2022,13.1367201,78.1337246,0.1031526961,13.0,305.2066666,50,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
178,24th week,Karnataka,Dakshina Kannada,Acute Diarrhoeal Disease,18,,13,6,2022,12.9324457,74.9813132,1.388208146,12.0,301.76,54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
179,24th week,Karnataka,Mandya,Acute Diarrhoeal Disease,14,,12,6,2022,12.5238888,76.8961961,0.0585492164,9.0,303.26,267,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
180,24th week,Karnataka,Vijayapura,Chikungunya,16,,12,6,2022,16.666667,75.916667,0.1594723727,4.0,306.66400000000004,296,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
181,24th week,Karnataka,Chikkaballapur,Dengue,28,1.0,8,6,2022,13.6102243,77.5127721,0.3458920887,10.0,304.065,191,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
182,24th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,20,1.0,12,6,2022,24.756718,81.65493469,0.0004349343701,4.0,315.416,152,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
183,24th week,Maharashtra,Gondia,Malaria,47,1.0,13,6,2022,21.455228,80.1962729,0.02882213092,7.0,311.61,76,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
184,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,47,,15,6,2022,21.1498134,79.0820556,0.1443727443,3.0,317.6,186,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
185,24th week,Punjab,Patiala,Acute Diarrhoeal Disease,283,,15,6,2022,30.2090874,76.33987209,0.01315846829,3.0,312.0266666,256,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
186,24th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,8,2.0,16,6,2022,25.53609455,81.44672839,0.01293798244,5.0,311.985,64,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
187,1st week,Kerala,Ernakulam,Acute Diarrhoeal Disease,92,,1,1,2021,9.98408,76.2741457,0.1837852273,34.0,302.30400000000003,139,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,safe,1
188,1st week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,17,,4,1,2022,12.09680475,78.19304301,0.1122425766,15.0,298.36,91,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
189,2nd week,Puducherry,Puducherry,Dengue,6,,11,1,2021,11.9340568,79.8306447,0.8757740871,8.0,300.28000000000003,173,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,unsafe,0
190,3rd week,Karnataka,Raichur,Acute Diarrhoeal Disease,13,,20,1,2021,16.083333,77.166667,2.27e-05,8.0,304.4033334,254,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
191,3rd week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,61,,24,1,2021,13.6102243,77.5127721,0.0009201762932,,303.09000000000003,228,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
192,3rd week,Karnataka,Bagalkot,Chikungunya,18,,17,1,2021,16.1853166,75.6967919,5.22e-05,,304.2133334,112,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
193,3rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,47,1.0,20,1,2021,15.2485413,76.8323648,2.27e-05,8.0,303.2133334,145,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
194,3rd week,Maharashtra,Gadchiroli,Malaria,2,1.0,20,1,2021,19.75907035,80.16228073,2.27e-05,13.0,302.15000000000003,280,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
195,3rd week,Punjab,Patiala,Acute Diarrhoeal Disease,41,,18,1,2021,30.2090874,76.33987209,0.002698492666,16.0,291.34000000000003,290,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,safe,1
196,3rd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,62,,18,1,2021,22.642931,88.8930579,7.19e-05,6.0,293.5066666,101,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,safe,1
197,4th week,Karnataka,Ballari,Acute Diarrhoeal Disease,14,,26,1,2021,15.2485413,76.8323648,7.83e-06,7.0,306.288,145,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
198,4th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,23,,25,1,2021,9.98408,76.2741457,0.2918351825,,301.948,181,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,safe,1
199,4th week,Maharashtra,Gadchiroli,Malaria,10,1.0,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7,271,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
200,4th week,Puducherry,Puducherry,Dengue,13,,25,1,2021,11.9340568,79.8306447,0.05978804278,,300.11,278,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
201,4th week,Tamil Nadu,Virudhunagar Sivakasi,Dengue,7,,25,1,2021,9.4477045,77.8000434,0.08665667543,,301.34000000000003,200,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,safe,1
202,5th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,309,,6,2,2021,31.3380959,76.7611631,0.2279965979,12.0,287.772,280,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,safe,1
203,5th week,Karnataka,Chamarajanagar,Chikungunya,15,,2,1,2021,11.9346006,76.9328209,0.2146496303,16.0,302.82,286,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,safe,1
204,5th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14,,1,2,2021,13.0070817,76.0992703,0.0006280313912,,304.448,192,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
205,5th week,Karnataka,Mandya,Acute Diarrhoeal Disease,26,,4,2,2021,12.5238888,76.8961961,0.0001563311037,8.0,303.812,220,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
206,5th week,Karnataka,Raichur,Acute Diarrhoeal Disease,18,,5,2,2021,16.083333,77.166667,7.82e-05,7.0,306.61333340000004,78,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
207,5th week,Maharashtra,Satara,Chikungunya,20,,25,1,2021,17.63612885,74.29827808,8.27e-06,,306.4833334,85,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
208,5th week,Maharashtra,Thane,Malaria,2,1.0,6,1,2021,19.1943294,72.9701779,0.02576509704,12.0,302.99,62,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
209,5th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,5,2.0,27,1,2021,25.40237355,91.83254097,0.01593984196,25.0,291.3166666,209,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,safe,1
210,5th week,Meghalaya,South Garo Hills,Acute Diarrhoeal Disease,15,,7,1,2021,25.347969,90.56577726,3.76e-05,37.0,293.2133334,120,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,safe,1
211,5th week,Odisha,Bolangir,Chikungunya,5,,30,1,2021,20.7502257,83.2499464,0.008809665092,9.0,302.44,236,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
212,5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,35,,4,2,2021,20.8522696,86.3385714,7.82e-05,5.0,299.9866666,292,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
213,5th week,Odisha,Puri,Acute Diarrhoeal Disease,350,,6,2,2021,19.8076083,85.8252538,0.003205307448,9.0,301.12,135,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
214,5th week,Assam,Goalpara,Acute Diarrhoeal Disease,13,,15,1,2021,26.1783623,90.6226683,0.0417289438,17.0,294.5933334,77,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
215,6th week,Karnataka,Dharwad,Dengue,3,,9,2,2021,15.4540505,75.0066516,8.81e-05,,306.96,115,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
216,6th week,Maharashtra,Satara,Chikungunya,19,,5,2,2021,17.63612885,74.29827808,7.82e-05,7.0,305.836,219,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
217,6th week,Maharashtra,Thane,Chikungunya,2,,30,1,2021,19.1943294,72.9701779,3.79e-05,10.0,304.7766666,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
218,6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25,,8,2,2021,23.3291882,86.3672378,0.02399720849,4.0,299.0,111,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
219,7th week,Karnataka,Bidar,Chikungunya,30,,20,2,2021,18.083333,77.333333,0.02307911892,4.0,308.84000000000003,234,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
220,7th week,Maharashtra,Satara,Dengue,19,,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666,294,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
221,8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24,1.0,20,2,2021,15.8309251,78.0425373,0.007255567001,8.0,306.6,183,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
222,8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43,,23,2,2021,13.1367201,78.1337246,0.1233345256,8.0,303.528,77,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,unsafe,0
223,8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108,,22,2,2021,11.9340568,79.8306447,0.1317422113,8.0,303.5733334,77,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,unsafe,0
224,8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41,,22,2,2021,10.3826515,78.8191259,0.07038244234,7.0,302.62,157,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
225,8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10,1.0,12,2,2022,22.5,75.25,8.29e-05,13.0,301.496,93,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
226,8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,5,3,2021,14.6546235,77.55625984,3.87e-05,,313.216,133,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
227,8th week,Puducherry,Puducherry,Dengue,11,,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,79,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
228,8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,6,3,2021,11.2287716,78.81825555,0.0007425420286,,310.0666666,239,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
229,8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,6,3,2021,22.9052114,88.3760639,6.9e-05,,303.87,124,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
230,8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26,,24,2,2021,9.98408,76.2741457,0.077130138,37.0,303.536,177,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
231,9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,5,3,2021,14.6546235,77.55625984,3.87e-05,,313.216,299,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
232,9th week,Puducherry,Puducherry,Dengue,11,,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,296,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
233,9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,6,3,2021,11.2287716,78.81825555,0.0007425420286,,310.0666666,141,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,safe,1
234,9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,6,3,2021,22.9052114,88.3760639,6.9e-05,,303.87,266,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,safe,1
235,10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43,,8,3,2020,22.9052114,88.3760639,0.2020248538,12.0,298.785,280,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
236,11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37,,12,3,2021,25.58173695,91.28910306,0.2810213627,23.0,297.5,239,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
237,11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255,,16,3,2021,23.19989585,86.3209473,0.219921134,6.0,307.012,274,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
238,11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122,,9,3,2021,22.5760669,88.42006758,0.001902199772,8.0,304.2066666,178,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
239,12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80,,21,3,2021,17.63612885,74.29827808,0.002590515235,,313.772,170,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
240,12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32,,22,3,2021,25.87640255,91.85675742,0.006461681559,,300.0933334,76,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
241,12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12,,25,3,2021,19.75,83.0,0.02773092518,8.0,310.964,239,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
